0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	8	15	23	31	43	52	63	75	83	90	100	104	109	109	109	109	106	102	96	94	83	73	66	60	55	53	48	46	44	42	39	36	33	33	30	28	26	25	24	23	21	19	18	17	14	13	11	9	7	6	5	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	12	22	34	53	68	86	106	122	139	149	157	169	167	167	166	159	151	147	136	131	119	110	102	96	87	80	77	71	66	64	60	56	54	52	49	47	45	43	42	39	37	35	33	32	30	28	25	21	19	16	14	11	10	8	7	6	5	5	4	4	4	3	3	3	3	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	16	33	56	84	115	145	178	201	218	241	245	248	251	241	232	218	201	191	175	163	149	137	125	118	108	104	98	90	85	82	77	74	71	66	64	61	58	56	53	52	50	48	45	43	42	39	36	33	28	26	22	19	16	13	11	10	9	8	7	7	7	6	6	6	6	5	5	5	5	4	4	4	4	4	3	3	3	3	3	3	3	2	2	2	2	2	2	1	1	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	23	53	94	143	195	244	293	324	347	358	359	356	336	311	295	269	247	228	207	190	175	157	151	138	135	124	119	110	108	100	95	93	86	82	79	75	73	72	67	64	61	58	56	55	53	52	49	46	41	37	31	27	22	17	15	13	12	11	11	9	9	9	8	8	8	8	7	7	7	7	6	6	5	5	5	5	5	4	4	4	3	3	3	2	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	39	94	171	256	337	404	466	497	506	494	482	444	406	366	329	303	273	248	227	208	193	185	176	166	152	147	141	130	127	118	116	107	106	98	96	93	88	82	80	75	73	74	69	65	64	60	58	58	54	52	47	39	30	25	19	17	15	13	13	12	12	12	12	11	10	10	9	9	9	8	8	8	8	7	6	6	5	5	5	4	3	3	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	75	191	330	469	588	666	691	675	629	595	534	475	421	379	340	313	283	261	250	234	219	203	192	180	177	166	157	149	142	137	130	125	118	115	107	106	98	98	94	89	85	83	78	74	74	71	67	67	64	60	60	56	47	34	25	21	18	17	16	15	15	14	14	14	13	12	11	11	11	11	10	9	8	8	7	5	4	4	3	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	35	182	431	679	857	919	901	843	759	662	572	493	453	407	372	344	320	299	280	260	244	232	219	207	197	188	179	173	164	154	151	142	136	129	126	122	115	111	108	101	99	94	89	87	84	79	77	74	73	70	68	65	64	64	58	37	23	20	20	20	18	18	17	16	16	16	15	14	12	11	10	9	7	6	5	4	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	140	591	1036	1219	1197	1069	906	757	649	574	515	463	422	401	366	340	318	301	288	273	252	234	224	213	212	195	181	181	169	168	157	152	144	137	126	124	123	119	114	112	105	98	96	91	86	84	81	79	76	74	70	68	67	67	64	59	39	25	23	22	21	20	19	18	16	16	14	12	9	7	5	4	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	950	1663	1576	1252	1000	820	711	630	559	512	472	438	408	380	348	329	309	291	284	268	250	235	223	214	212	194	179	179	172	167	160	151	144	140	128	125	122	122	114	113	106	99	98	94	88	85	83	82	79	76	73	69	67	66	63	60	53	39	30	25	22	19	17	13	10	8	5	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	1979	2048	1374	1027	866	746	665	603	538	495	457	431	404	373	348	326	309	293	278	264	249	240	226	216	207	199	187	176	175	165	159	152	147	142	132	128	124	121	115	111	106	103	99	96	91	87	84	82	80	77	74	72	67	66	65	61	60	54	44	32	23	14	8	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	1695	2010	1467	1093	900	766	678	613	547	504	463	434	410	377	348	329	312	294	281	271	248	243	227	214	208	201	188	182	175	165	159	153	148	143	133	131	125	121	117	110	106	106	99	94	93	89	85	80	79	79	75	72	68	66	64	61	58	50	41	32	24	17	13	8	5	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
